Stop ID,Stop Abbreviation,Stop Name,Shelter?,Bench?,Route Numbers,Route Name,Mapped Location
38,12AHAWSN,12TH AVE S & HAWKINS ST SB,false,true,"17,2",BELMONT,"(36.148669, -86.785136)"
891,FRAHORNN,FRANKLIN PIKE & HORNER AVE NB,false,false,8,8TH AVENUE SOUTH,"(36.12221, -86.775663)"
4358,JONDELSM,JONES AVE & DELLWAY DR SB,false,false,30,McFERRIN,"(36.212017, -86.756818)"
1491,MURBLAEF,MURFREESBORO PIKE & BLANTON AVE EB,false,false,15,MURFREESBORO PIKE,"(36.13829, -86.731189)"
663,CHU21AWN,CHURCH ST & 21ST AVE N WB,false,true,10,CHARLOTTE,"(36.152641, -86.802521)"
1469,MON9AWM,MONROE ST & 9TH AVE N WB,false,true,42,ST. CECILIA - CUMBERLAND,"(36.175028, -86.793418)"
2164,WALMARTC,WALMART,false,false,"10,50",CHARLOTTE,"(36.132167, -86.906837)"
4588,BRO12AEF,BROADWAY AVE & 12TH AVE EB,false,true,"3,35,7",WEST END - WHITE BRIDGE,"(36.15665, -86.787086)"
2782,NHYASHWN,N HYDES FERRY RD & ASHTON AVE WB,false,false,22,BORDEAUX,"(36.194374, -86.836645)"
5357,ETHCURNF,E THOMPSON LN & CURREY RD NB,false,false,77,THOMPSON CONNECTOR,"(36.119019, -86.718415)"
5140,RIVDORSN,RIVERSIDE DR & DORCHESTER AVE SB,false,false,4,SHELBY,"(36.198326, -86.723246)"
5089,MXIPLUSP,PLUS PARK STATION INBOUND,true,false,"15,55",MURFREESBORO PIKE,"(36.134477, -86.722961)"
1273,LAFFAIEN,LAFAYETTE ST & FAIRFIELD AVE EB,false,true,"15,18",MURFREESBORO PIKE,"(36.1473, -86.758053)"
5225,CHIJONWN,CHICKASAW AVE & JONES AVE WB,false,false,30,McFERRIN,"(36.201098, -86.758248)"
5392,THOKRAWN,THOMPSON LN & KRAFT DR WB,false,false,77,THOMPSON CONNECTOR,"(36.111538, -86.757605)"
1679,HAD11SNN,HADLEY  AVE & N 11TH ST NB,false,false,27,OLD HICKORY,"(36.259675, -86.647693)"
5183,MAR545NN,MARRIOTT DR & 545 BUILDING NB,false,false,18,AIRPORT - DOWNTOWN HOTELS,"(36.150695, -86.690008)"
4940,NBP&R,NORTH BOULEVARD CHURCH OF CHRIST PA,false,false,"84,96",MURFREESBORO EXPRESS,"(35.860611, -86.351782)"
1344,LEBLEBWM,LEBANON PIKE & LEBANON PIKE CIR WB,false,false,"34,6",LEBANON PIKE,"(36.153806, -86.718351)"
3112,39AJOHSN,39TH AVE N & JOHN DRIVER BLVD SB,false,true,19,HERMAN,"(36.165677, -86.834337)"
2946,8ADRENN,8TH AVE S & DREXELL ST NB,false,false,"2,8,93",BELMONT,"(36.152723, -86.779259)"
4403,JOJ16AEN,JO JOHNSON AVE & 16TH AVE EB,false,false,25,MIDTOWN,"(36.162151, -86.798059)"
4476,EDMELLNN,EDMONDOSN PK & ELLINGTON CIRCLE NB,false,false,72,GRASSMERE-EDMONDSON CONNECTOR,"(36.060214, -86.740925)"
5271,CXI17AVE,17TH AVE STATION INBOUND,false,false,"10,50",CHARLOTTE,"(36.158718, -86.79822)"
4657,HAR6AEN,HARRISON & 6TH AVE EAST NEARSIDE,false,false,"60,61",MUSIC CITY BLUE CIRCUIT,"(36.169563, -86.786034)"
4533,KINTEMWF,KINGS LN & TEMPLE CHURCH PARK-N-RIDE,false,false,22,BORDEAUX,"(36.217997, -86.843251)"
1192,HWYPEREN,HWY 70 S & PERCY WARNER BLVD EB,false,false,5,WEST END - BELLEVUE,"(36.084593, -86.894624)"
4961,VILBRIWN,VILLAGE TRL & BRICK CHURCH PIKE WB,false,false,23,DICKERSON ROAD,"(36.24761, -86.777996)"
3899,PICUNASN,PICCADILLY ROW & UNA ANTIOCH PIKE S,false,false,38,ANTIOCH EXPRESS,"(36.077503, -86.658045)"
1805,RICLONWF,RICHARD JONES & LONE OAK RD WB,false,false,"2,21",BELMONT,"(36.104457, -86.809144)"
5334,DBT17ANN,DR D.B. TODD JR BLVD & 17TH AVE NB,false,false,21,UNIVERSITY CONNECTOR,"(36.178287, -86.810246)"
2187,MLK,MARTIN LUTHER KING SCHOOL,false,false,"22,25,3,33,37,99",WEST END - WHITE BRIDGE,"(36.161008, -86.800851)"
900,FREVENNF,FRENCH LANDING DR & VENTURE CIR NB,false,false,9,METROCENTER,"(36.194554, -86.796641)"
3548,OLDDOUWN,OLD HICKORY BLVD & DOUGLAS ST WB,false,false,36,MADISON EXPRESS,"(36.263403, -86.714489)"
4368,10APARSN,10TH AVE S & PARIS AVE SB,false,false,17,12TH AVENUE SOUTH,"(36.121433, -86.786635)"
5402,OLDGOOEN,OLD HICKORY BLVD & GOODMORNING DR E,false,false,43,HICKORY HILLS,"(36.277338, -86.769987)"
4209,ANDRVWNN,ANDREW JACKSON PKWY & RACHELS VIEW NB,false,false,"27,6",LEBANON PIKE,"(36.203505, -86.606656)"
1233,JEFI40EF,JEFFERSON ST & I-40 EB,false,false,"21,60",UNIVERSITY CONNECTOR,"(36.168496, -86.812965)"
56,12ASUMSF,12TH AVE S & SUMMIT AVE SB,false,false,17,12TH AVENUE SOUTH,"(36.138427, -86.787895)"
5315,RECHAREN,RECOVERY RD & HARDING PL EB,false,false,52,NOLENSVILLE PK BRT LITE,"(36.080212, -86.717898)"
1925,TAYDELEN,TAYLOR ST & DELTA ST EB,false,true,22,BORDEAUX,"(36.176732, -86.794142)"
4613,BELBERNN,BELMONT BLVD & BERNARD AVE NB,false,false,"2,21",BELMONT,"(36.131801, -86.79544)"
1484,MOSRURNN,MOSSDALE DR & RURAL HILL RD NB,false,false,38,ANTIOCH EXPRESS,"(36.080272, -86.624372)"
102,19SLILNN,S 19TH ST & LILLIAN ST NB,false,false,4,SHELBY,"(36.171492, -86.737189)"
677,CLASHASF,CLARKSVILLE PIKE & S HAMILTON RD SB,false,true,22,BORDEAUX,"(36.193064, -86.830338)"
191,3AVCHUNN,3RD AVE N & CHURCH ST NB,false,true,,HICKORY HOLLOW-LENOX EXPRESS,
1289,LEBCENWF,LEBANON PIKE & CENTRAL PK WB,false,true,6,LEBANON PIKE,"(36.187036, -86.63138)"
5223,RIVEASWN,RIVERWOOD DR & EASTDALE PL WB,false,false,20,SCOTT,"(36.223049, -86.721138)"
2544,5AVGAYNN,5TH AVE N & GAY ST NB,false,false,"19,22,25,27,28,33,34,35,36,37,41,42,60,61,63,84,86,96",100 OAKS,"(36.167822, -86.783106)"
5238,EDG15AWN,EDGEHILL AVE & 15TH AVE S WB,false,false,25,MIDTOWN,"(36.14316, -86.790598)"
5190,ELMFESWF,ELM HILL PIKE & FESSLERS LN WB,false,false,18,AIRPORT - DOWNTOWN HOTELS,"(36.144832, -86.745056)"
937,GALEMMNN,GALLATIN PIKE & EMMITT AVE NB,false,true,26,GALLATIN PIKE,"(36.252841, -86.716886)"
2108,WOO8SEN,WOODLAND ST & S 8TH ST EB,false,true,20,SCOTT,"(36.174058, -86.758762)"
5122,EASRIVEN,EASTLAND AVE & RIVERSIDE DR EB,false,false,4,SHELBY,"(36.181711, -86.725649)"
4087,WHIDICSN,WHITES CREEK PIKE & DICKERSON PKSB,false,false,14,WHITES CREEK,"(36.18893, -86.773288)"
1096,HARWAUWN,HARDING PL & WAUFORD DR WB,false,false,72,GRASSMERE-EDMONDSON CONNECTOR,"(36.080962, -86.751565)"
2499,TRIOLDWN,TRINITY HILLS PKWY & OLD MATTHEWS RD WB,false,false,41,GOLDEN VALLEY,"(36.211797, -86.78956)"
4956,CHETRANF,CHESAPEAKE DR & TRAILWAY CIR NB,false,false,23,DICKERSON ROAD,"(36.244252, -86.767609)"
1327,LEBLYNNN,LEBANON PIKE & LYNMEADE DR NB,false,false,"34,6",LEBANON PIKE,"(36.161079, -86.701874)"
1317,LEBHCKNM,LEBANON PIKE & HICKORY HILL LN NB,false,false,6,LEBANON PIKE,"(36.190017, -86.62654)"
5148,RIVEASSN,RIVERSIDE DR & EASTLAND AVE SB,false,false,4,SHELBY,"(36.181871, -86.725727)"
418,BELLINSN,BELMONT BLVD & LINDEN AVE SB,false,false,"2,21",BELMONT,"(36.127533, -86.794352)"
1961,UND22AWM,UNDERWOOD ST & 22ND AVE N WB,false,false,42,ST. CECILIA - CUMBERLAND,"(36.172407, -86.812201)"
2557,GALWEBNN,S GALLATIN PIKE & WEST WEBSTER ST N,false,false,26,GALLATIN PIKE,"(36.251815, -86.717678)"
2017,WES31AEM,WEST END AVE & 31ST AVE S EB,false,true,"3,5",WEST END - WHITE BRIDGE,"(36.143076, -86.814774)"
2515,MUSICVAL,MUSIC VALLEY VILLAGE,false,false,34,OPRY MILLS,"(36.219176, -86.696413)"
798,DICWTRSF,DICKERSON PIKE & W TRINITY LN SB,false,false,"23,43",DICKERSON ROAD,"(36.204144, -86.769144)"
1383,LISMARNN,LISCHEY AVE & MARSHALL ST NB,false,false,28,MERIDIAN,"(36.201065, -86.761941)"
3030,PRERBKSN,PRESTON DR & ROSEBANK AVE SB,false,false,4,SHELBY,"(36.186796, -86.718127)"
4106,CHE2AEN,CHESTNUT ST & 2ND AVE S EB,false,true,25,MIDTOWN,"(36.145658, -86.764782)"
1832,ROYPEREM,ROYAL PKWY & PERIMETER PL EB,false,false,18,AIRPORT - DOWNTOWN HOTELS,"(36.148364, -86.674225)"
110,20ABRONF,20TH AVE S & BROADWAY AVE NB,false,false,25,MIDTOWN,"(36.149954, -86.798191)"
2469,OLDVALEN,OLD HICKORY BLVD & VALLEY VIEW RD EB,false,false,37,TUSCULUM - McMURRAY EXPRESS,"(36.040576, -86.771191)"
5139,RIVHANSF,RIVERSIDE DR & HANOVER RD SB,false,false,4,SHELBY,"(36.20271, -86.722726)"
5217,ADRKENEN,ADREE AVE & KENNEDY AVE EB,false,false,20,SCOTT,"(36.21553, -86.719966)"
1893,SHE8SEN,SHELBY AVE & S 8TH ST EB,false,false,4,SHELBY,"(36.169855, -86.756272)"
1290,LEBCLOWN,LEBANON PIKE & CLOVERNOOK DR WB,false,false,"34,6",LEBANON PIKE,"(36.154919, -86.712349)"
5231,7AVUNISM,7TH AVE & UNION ST SB,true,false,"1,2,8",100 OAKS,"(36.163822, -86.783791)"
5071,MXIMTVIE,MOUNT VIEW STATION INBOUND,true,false,"15,55",MURFREESBORO PIKE,"(36.050198, -86.648198)"
2997,N16GARNN,16TH ST N & GARTLAND AVE NB,false,false,4,SHELBY,"(36.17886, -86.741594)"
4117,12ADIVSF,12TH AVE S & DIVISION ST SB,false,false,"17,2",BELMONT,"(36.150513, -86.784505)"
5100,SAWPLASM,SAWYER BROWN RD & PLANTATION CT SB,false,false,"24,5",WEST END - BELLEVUE,"(36.074926, -86.946082)"
4820,PORBMNMB,PORTLAND AVE & BELMONT BLVD WB,false,false,"2,21",BELMONT,"(36.133051, -86.797021)"
1302,LEBFAIEF,LEBANON PIKE & FAIRWAY DR EB,false,false,"34,6",LEBANON PIKE,"(36.168884, -86.68186)"
5075,MXIDONEL,DONELSON/DELL STATION INBOUND,true,false,"15,55",MURFREESBORO PIKE,"(36.106276, -86.672801)"
4196,MCSDONEL,MUSIC CITY STAR DONELSON STATION,true,true,"34,6",LEBANON PIKE,"(36.166943, -86.666117)"
1960,UND22AWN,UNDERWOOD ST & 22ND AVE N WB,false,false,42,ST. CECILIA - CUMBERLAND,"(36.172576, -86.811312)"
808,DOMFREEN,DOMINICAN DR & FRENCH LANDING DR EB,false,false,9,METROCENTER,"(36.188385, -86.796403)"
5349,THOSEAEF,THOMPSON LN & SEABOARD DR EB,false,false,77,THOMPSON CONNECTOR,"(36.111093, -86.74961)"
5126,ROSPREEN,ROSEBANK AVE & PRESTON DR EB,false,false,4,SHELBY,"(36.186528, -86.718172)"
1285,LEBBONNN,LEBANON PIKE & BONNA SPRING DR NB,false,false,6,LEBANON PIKE,"(36.195483, -86.621651)"
4568,GXOWALTF,WALTON STATION OUTBOUND,true,false,"26,56",GALLATIN PIKE,"(36.23881, -86.723842)"
5039,MURNOLNN,MURFREESBORO PIKE & NOLAN DR NB,false,false,96,MURFREESBORO RELAX & RIDE,"(35.992096, -86.527094)"
518,BUCCEPWN,BUCHANAN ST & CEPHAS ST WB,false,false,22,BORDEAUX,"(36.180312, -86.805546)"
897,FREATHWN,FRENCH LANDING DR & ATHENS WAY  WB,false,false,9,METROCENTER,"(36.196326, -86.799109)"
125,21AEDGSN,21ST AVE S & EDGEHILL AVE SB,false,true,"35,7,93",HILLSBORO,"(36.144284, -86.799849)"
4693,BAPHAYN,BAPTIST WORLD CENTER DR. & HAYNES MEADE CIR NB,false,false,14,WHITES CREEK,"(36.202481, -86.788702)"
373,BELBELNN,BELL RD & BELL CREST DR NB,false,false,15,MURFREESBORO PIKE,"(36.06309, -86.637378)"
4439,LPSCI,LIPSCOMB UNIVERSITY,true,false,"2,21,8",BELMONT,"(36.102449, -86.801488)"
5236,31AHEDSN,31ST AVE N AND HEDRICK ST SB,false,false,21,UNIVERSITY CONNECTOR,"(36.143655, -86.816301)"
2022,WESBOWEN,WEST END AVE & BOWLING AVE EB,false,true,"3,5",WEST END - WHITE BRIDGE,"(36.13431, -86.825638)"
5219,KENRIVNN,KENNEDY AVE & RIVERWOOD DR NB,false,false,20,SCOTT,"(36.220752, -86.715898)"
1212,JEF12AEN,JEFFERSON ST & 12TH AVE N EB,false,false,60,MUSIC CITY BLUE CIRCUIT,"(36.171135, -86.79961)"
2504,SILOLD,SILAS DR & OLD MATTHEWS RD SB,false,false,41,GOLDEN VALLEY,"(36.21652, -86.789628)"
1132,HERWARWN,HERMAN ST & WARREN ST WB,false,false,19,HERMAN,"(36.168499, -86.793355)"
558,CHA35AEM,CHARLOTTE AVE & 35TH AVE EB,false,false,10,CHARLOTTE,"(36.152735, -86.824891)"
3877,BELLAKSF,BELL RD & LAKERIDGE PASS SB,false,false,38,ANTIOCH EXPRESS,"(36.145221, -86.626308)"
2089,WHAWALEF,W. HAMILTON AVE & MALLARD DR EB,false,false,14,WHITES CREEK,"(36.216258, -86.822127)"
4980,ALB31AWN,ALBION ST & 31ST AVE N WB,false,false,21,UNIVERSITY CONNECTOR,"(36.163717, -86.8235)"
5101,TODSAWEF,TODD PREIS DR & SAWYER BROWN RD EB,false,false,"24,5",WEST END - BELLEVUE,"(36.07089, -86.946694)"
3777,APAPACNN,APACHE TRL & PACKARD DR NB,false,false,37,TUSCULUM - McMURRAY EXPRESS,"(36.065058, -86.685745)"
776,DICLUCNN,DICKERSON PIKE & LUCILE ST NB,false,false,"23,43",DICKERSON ROAD,"(36.196394, -86.771839)"
1411,MARHAREN,MARINA ST & HART AVE WB,false,false,30,McFERRIN,"(36.180445, -86.756145)"
902,GALALTNN,N GALLATIN PIKE & ALTUS AVE NB,false,true,26,GALLATIN PIKE,"(36.291001, -86.703362)"
3692,SHAWINEN,SHAKERTOWN RD & WINDSOR GREEN EB,false,false,38,ANTIOCH EXPRESS,"(36.078643, -86.59736)"
4887,OLDPLANN,OLD HICKORY BLVD & PLANTATION DR NB,false,false,27,OLD HICKORY,"(36.200436, -86.620658)"
1993,WES16AEN,WEST END AVE & 16TH AVE S EB,false,true,"3,5",WEST END - WHITE BRIDGE,"(36.154016, -86.793374)"
1178,H70COLWN,HWY 70 S & CROSS TIMBERS DR WB,false,true,5,WEST END - BELLEVUE,"(36.074147, -86.9351)"
4838,BLA24AEN,BLAKEMORE AVE & 24TH AVE S EB,false,false,21,UNIVERSITY CONNECTOR,"(36.137997, -86.805062)"
1315,LEBHIGNF,LEBANON PIKE & HIGHLAND VIEW DR NB,false,true,6,LEBANON PIKE,"(36.208022, -86.611178)"
4992,HUNDICEM,HUNTERS LN & DICKERSON PIKE EB,false,false,43,HICKORY HILLS,"(36.277749, -86.752571)"
5317,HAREZEEN,HARDING PL & EZELL PK EB,false,false,52,NOLENSVILLE PK BRT LITE,"(36.089443, -86.688596)"
1637,NOLNORNN,NOLENSVILLE PIKE & NORTHCREST DR NB,false,false,52,NOLENSVILLE PK BRT LITE,"(36.066627, -86.717745)"
1866,SHAEDEEN,SHACKLEFORD RD & EDEN AVE EB,false,false,"2,21",BELMONT,"(36.101493, -86.804302)"
3668,ANDPRISN,ANDERSON LN & PRIEST LAKE DR SB,false,false,38,ANTIOCH EXPRESS,"(36.103208, -86.603913)"
859,ELMERMEN,ELM HILL PIKE & ERMAC DR EB,false,false,18,AIRPORT - DOWNTOWN HOTELS,"(36.153273, -86.686932)"
2571,GALMADSN,GALLATIN PIKE & MADISON SQ SB,false,false,26,GALLATIN PIKE,"(36.255287, -86.715069)"
5365,PATKARNN,PATRICIA DR & KAREN DR NB,false,false,77,THOMPSON CONNECTOR,"(36.138973, -86.70577)"
4559,GXIEASTN,EASTLAND STATION INBOUND,true,false,"26,56",GALLATIN PIKE,"(36.183487, -86.748559)"
617,CHAWHIWN,CHARLOTTE PIKE & WHITE BRIDGE PIKE,false,false,10,CHARLOTTE,"(36.150468, -86.856981)"
1592,NEISMINM,NEIL AVE & SMILEY ST NB,false,false,30,McFERRIN,"(36.179942, -86.759868)"
5109,DEM5AWN,DEMONBREUN ST & 5 TH AVE WB,false,false,61,MUSIC CITY GREEN CIRCUIT,"(36.158491, -86.777072)"
2323,UNAPEBNN,UNA ANTIOCH PIKE & PEBBLE CREEK CR,false,false,38,ANTIOCH EXPRESS,"(36.073913, -86.663376)"
4902,SR4DELEN,SR 45 & DELAWARE AVE EB,false,false,36,MADISON EXPRESS,"(36.263674, -86.705155)"
5282,11ACHUNF,11TH AVE & CHURCH ST NB,false,false,17,12TH AVENUE SOUTH,"(36.159567, -86.788367)"
1027,GALWILSN,N GALLATIN PIKE & WILLIAMS AVE SB,false,true,26,GALLATIN PIKE,"(36.26699, -86.71097)"
3191,WHINOCWN,WHITES CREEK PIKE & W NOCTURNE DR N,false,false,14,WHITES CREEK,"(36.211493, -86.797496)"
311,MASAPPWN,MASSMAN DR & APPLETON DR EB,false,false,18,AIRPORT - DOWNTOWN HOTELS,"(36.152706, -86.704406)"
5162,21AHERSN,21ST AVE & HERMOSA ST SB,false,false,19,HERMAN,"(36.163721, -86.80848)"
5214,MCGGLEEN,MCGAVOCK PIKE & GLENMEADE DR EB,false,false,20,SCOTT,"(36.203953, -86.726855)"
4703,CHECHENN,CHEYENNE BLVD & CHEYENNE TRACE NB,false,false,76,MADISON CONNECTOR,"(36.249581, -86.670072)"
1875,SHE13SWF,SHELBY AVE & S 13TH ST WB,false,false,4,SHELBY,"(36.171022, -86.748329)"
1656,NXOTHMPN,THOMPSON STATION OUTBOUND,false,true,52,NOLENSVILLE PK BRT LITE,"(36.111844, -86.745821)"
1084,HAROVEEN,HARDING PL & OVERCREST DR EB,false,false,72,GRASSMERE-EDMONDSON CONNECTOR,"(36.077048, -86.734152)"
4456,WHAHAYEN,W HAMILTON AVE & HAYNES PK EB,false,false,22,BORDEAUX,"(36.207544, -86.836351)"
3268,JONTRISN,JONES AVE & E TRINITY LN SB,false,false,30,McFERRIN,"(36.205178, -86.757741)"
903,GALALTSN,GALLATIN PIKE & ALTUS AVE SB,false,false,26,GALLATIN PIKE,"(36.291074, -86.70352)"
421,BELMORSM,BELL RD & MORRIS GENTRY BLVD SB,false,true,15,MURFREESBORO PIKE,"(36.064767, -86.637206)"
1555,MURSPEWF,MURFREESBORO PIKE & SPENCE LN WB,false,true,15,MURFREESBORO PIKE,
621,CHASHASN,CHAPEL AVE & SHARPE AVE SB,false,false,20,SCOTT,"(36.187903, -86.737914)"
2593,MURTOWEF,MURFREESBORO PIKE & TOWN PARK DR EB,false,false,15,MURFREESBORO PIKE,"(36.102964, -86.666093)"
593,CXIAMERI,AMERICAN STATION INBOUND,false,true,"10,50",CHARLOTTE,"(36.144947, -86.871962)"
5187,ELMAIRWF,ELM HILL PIKE & AIR LANE DR WB,false,false,18,AIRPORT - DOWNTOWN HOTELS,"(36.145617, -86.706264)"
4918,EDMWHINF,EDMONDSON PIKE & WHISPERING HILLS D,false,false,72,GRASSMERE-EDMONDSON CONNECTOR,"(36.073761, -86.731807)"
530,BUEWHASN,BUENA VISTA PIKE & W. HAMILTON AVE,false,false,14,WHITES CREEK,"(36.218154, -86.820468)"
1222,JEF27AEN,JEFFERSON ST & 27TH AVE EB,false,false,"21,60",UNIVERSITY CONNECTOR,"(36.167799, -86.818981)"
5297,NWBMEMSN,NW BROAD ST & MEMORIAL BLVD SB,false,false,96,MURFREESBORO RELAX & RIDE,"(35.850283, -86.399768)"
4457,DICHOMSN,DICKERSON PIKE & HOMESTEAD RD SB,false,false,43,HICKORY HILLS,"(36.235483, -86.758315)"
3136,10ACARNN,10TH AVE S & CARRUTHERS AVE NB,false,false,17,12TH AVENUE SOUTH,"(36.125506, -86.786246)"
2510,ARTS,ARTS MAGNET SCHOOL,true,false,"14,15,24,38,99",WHITES CREEK,"(36.132222, -86.74023)"
35,12AEDGNN,12TH AVE S & EDGEHILL AVE NB,true,false,"17,93",12TH AVENUE SOUTH,"(36.142624, -86.786998)"
5077,MXITHOMP,THOMPSON STATION INBOUND,true,false,"15,55",MURFREESBORO PIKE,"(36.127172, -86.711441)"
4444,MURREBWF,MURFREESBORO PIKE & REBECCA WAY WB,false,false,"86,96",SMYRNA - LA VERGNE EXPRESS,"(36.018361, -86.568116)"
4866,DOVDICWF,DOVERSIDE DR & DICKERSON PIKE WB,false,false,"23,43",DICKERSON ROAD,"(36.244027, -86.756751)"
2776,CLA25AWN,CLARKSVILLE PIKE & 25TH AVE N WB,false,false,"21,22",UNIVERSITY CONNECTOR,"(36.185506, -86.817082)"
5314,OLDH70NF,OLD HICKORY BLVD & HWY 70S NB,false,false,24,BELLEVUE EXPRESS,"(36.075779, -86.920781)"
1639,NOLNORSN,NOLENSVILLE PIKE & NORTHCREST DR SB,false,false,52,NOLENSVILLE PK BRT LITE,"(36.066936, -86.718231)"
72,14SSUMNN,N 14TH ST & SUMNER AVE NB,false,false,20,SCOTT,"(36.185745, -86.743947)"
1824,ROSSHESN,ROSEBANK AVE & SHERIDAN RD SB,false,false,4,SHELBY,"(36.192586, -86.708898)"
4303,PORBRANM,PORTER RD & BRANCH ST NB,false,false,4,SHELBY,"(36.194256, -86.725595)"
204,40ACLISN,40TH AVE N & CLIFTON AVE SB,true,false,19,HERMAN,"(36.158381, -86.834411)"
1262,LAF1STEN,LAFAYETTE ST & 1ST AVE S EB,false,true,"15,18",MURFREESBORO PIKE,
1076,HARLYNWF,HARDING PIKE & LYNNWOOD BLVD WB,false,false,5,WEST END - BELLEVUE,"(36.121236, -86.852861)"
591,CHA9AWN,CHARLOTTE AVE & 9TH AVE N WB,false,true,24,BELLEVUE EXPRESS,"(36.164125, -86.786101)"
3075,CLI40_WN,CLIFTON AVE & 40TH AVE N WB,false,false,19,HERMAN,"(36.157159, -86.834129)"
1792,POWPOWNM,POWELL AVE & POWELL PL NB,false,false,"1,17,77",100 OAKS,"(36.108232, -86.765569)"
915,GALCAHNN,GALLATIN PIKE & CAHAL AVE NB,false,false,26,GALLATIN PIKE,"(36.196495, -86.74228)"
3893,PICBLUWF,PICCADILLY ROW & BLUE MOUNTIAN LN W,false,false,38,ANTIOCH EXPRESS,"(36.083986, -86.656587)"
4638,MARHAMNN,MARTIN ST & HAMILTON AVE NB,false,false,1,100 OAKS,"(36.138623, -86.769706)"
1847,SCOCHESN,SCOTT AVE & CHESTER AVE SB,false,false,20,SCOTT,"(36.194746, -86.732864)"
266,8AOLYSM,8TH AVE S & OLYMPIC ST SB,false,false,8,8TH AVENUE SOUTH,
2316,RICANTWN,RICHARDS RD & ANTIOCH PIKE WB,false,true,38,ANTIOCH EXPRESS,"(36.069287, -86.683701)"
2046,WESWILWM,WEST END AVE & WILSON BLVD WB,false,true,"3,5",WEST END - WHITE BRIDGE,"(36.131505, -86.834269)"
4955,DOVEAGEN,DOVERSIDE DR & EAGLEWOOD LN EB,false,false,23,DICKERSON ROAD,"(36.24119, -86.767902)"
1021,GALGILSF,GALLATIN PIKE & GILOCK ST SB,false,false,26,GALLATIN PIKE,"(36.214437, -86.73063)"
447,BOYBUENN,BOYD DR & BUENAVIEW BLVD NB,false,false,14,WHITES CREEK,"(36.227897, -86.827407)"
1159,HILWOOSN,HILLSBORO PIKE & WOODMONT BLVD SB,false,true,7,HILLSBORO,"(36.114169, -86.811039)"
4554,GXO7AVEF,MAIN STREET STATION OUTBOUND,false,false,"26,56",GALLATIN PIKE,"(36.175605, -86.757841)"
5098,H70FOREM,HWY 70 & FOREST PARK APARTMENTS EB,false,false,5,WEST END - BELLEVUE,"(36.077468, -86.91188)"
884,EWIHILWN,EWING DR & HILL HURST DR WB,false,false,23,DICKERSON ROAD,"(36.230269, -86.770885)"
5144,PORMC_SF,PORTER RD & MCKENNIE AVE SB,false,false,4,SHELBY,"(36.189793, -86.728706)"
95,18AACKSN,18TH AVE S & ACKLEN AVE SB,false,true,"2,21",BELMONT,"(36.135158, -86.7971)"
1337,LEBBONSF,LEBANON PIKE & BONNA SPRINGS DR SB,false,false,6,LEBANON PIKE,"(36.195357, -86.621937)"
2042,HARWOOEM,HARDING PIKE & WOODLAWN DR EB,true,true,"3,5",WEST END - WHITE BRIDGE,"(36.128439, -86.842138)"
4197,MCSHERM,MUSIC CITY STAR HERMITAGE STATION,true,true,"27,6",LEBANON PIKE,"(36.190235, -86.60561)"
664,ELL22AWN,ELLISTON PL & 22ND AVE N WB,false,false,10,CHARLOTTE,"(36.151993, -86.80382)"
2941,GALCRAW,GALE LN & CRAIG AVE WB,false,false,8,8TH AVENUE SOUTH,
1339,LEBSTOWM,LEBANON PIKE & STONES RIVER RD WB,false,true,6,LEBANON PIKE,"(36.185434, -86.636695)"
4886,JACANDEN,ANDREW JACKSON PKWY & ANDREW JACKSON WAY EB,false,false,27,OLD HICKORY,"(36.186524, -86.608064)"
5130,SHEROSEN,SHERIDAN RD & ROSEBANK AVE EB,false,false,4,SHELBY,"(36.192238, -86.708988)"
3189,FERBRIWN,FERN AVE & BRICK CHURCH PK WB,false,false,14,WHITES CREEK,"(36.195725, -86.776665)"
2207,BRACRASN,BRANSFORD AVE & CRAIGHEAD ST SB,false,false,1,100 OAKS,"(36.126148, -86.766278)"
1239,JOJFISEN,JO JOHNSTON AVE & FISK ST EB,false,false,25,MIDTOWN,"(36.16091, -86.800784)"
1224,JEF4AEN,JEFFERSON ST & 4TH AVE EB,false,false,41,GOLDEN VALLEY,"(36.174489, -86.786321)"
2748,COUDOANN,COUNTY HOSPITAL RD & DOAK AVE NB,false,false,22,BORDEAUX,"(36.191285, -86.835779)"
702,6AVCOMSN,6TH AVE N & COMMERCE ST SB,false,true,"3,5,7",WEST END - WHITE BRIDGE,"(36.161447, -86.780728)"
4606,DOLL,DOLLAR GENERAL PARK-N-RIDE,false,false,"37,52",TUSCULUM - McMURRAY EXPRESS,"(36.049576, -86.713934)"
1089,HARSTTWM,HARDING PIKE & ST. THOMAS HOSPITAL,false,false,"3,5",WEST END - WHITE BRIDGE,"(36.128612, -86.842089)"
4179,KINMEAEN,KINGS LN & MEADOW HILL DR EB,false,false,14,WHITES CREEK,"(36.220147, -86.825067)"
2308,PICORCWN,PICADILLY ROW & ORCHARD MOUNTAIN CT WB,false,false,38,ANTIOCH EXPRESS,"(36.082537, -86.652286)"
4475,EDMWHISM,EDMONDSON PIKE & WHISPERING HILLS D,false,false,72,GRASSMERE-EDMONDSON CONNECTOR,"(36.074087, -86.731757)"
4810,CHABROSN,CHAROLTTE AVE & BROOKHOLLOW RD SB,false,true,10,CHARLOTTE,"(36.13583, -86.885179)"
308,ABBHILEM,ABBOTT MARTIN RD & HILLSBORO PIKE E,true,false,"2,21",BELMONT,"(36.106285, -86.818123)"
