primary_key,incident_number,report_type,report_type_description,incident_status_code,incident_status_description,investigation_status,incident_occurred,incident_reported,incident_location,latitude,longitude,zip_code,location_code,location_description,offense_number,offense_nibrs,offense_description,weapon_primary,weapon_description,victim_number,domestic_related,victim_type,victim_description,mapped_location,victim_gender,victim_race,victim_ethnicity,victim_county_resident
20230079894_11,20230079894,D,DISPATCHED,O,OPEN,Open,2023-02-07T09:30:00.000,2023-02-07T12:09:00.000,LEBANON PKE,36.21,-86.61,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230356608_11,20230356608,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-06-18T18:20:00.000,2023-06-18T19:52:00.000,377 377,36.189,-86.801,37228,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230112598_21,20230112598,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-02-17T16:00:00.000,2023-02-22T14:07:00.000,6503 6503,36.323,-86.911,37080,22,"RESIDENCE, HOME",2,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230355962_11,20230355962,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-06-15T13:00:00.000,2023-06-18T08:15:00.000,3456 3456,36.243,-86.776,37207,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Unknown,RESIDENT
20230197994_11,20230197994,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-04-04T06:00:00.000,2023-04-04T08:36:00.000,1808 1808,36.156,-86.798,37203,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230370023_11,20230370023,D,DISPATCHED,O,OPEN,Open,2023-06-24T02:20:00.000,2023-06-24T05:23:00.000,CRUTCHER ST,36.16,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230082924_11,20230082924,D,DISPATCHED,O,OPEN,Open,2023-02-08T14:10:00.000,2023-02-08T16:19:00.000,UNIVERSITY CT,36.15,-86.76,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230076277_11,20230076277,D,DISPATCHED,O,OPEN,Open,2023-02-05T12:00:00.000,2023-02-05T22:42:00.000,DALEMERE DR,36.28,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230070319_11,20230070319,D,DISPATCHED,O,OPEN,Open,2023-02-02T08:00:00.000,2023-02-02T22:23:00.000,NA,36.12,-86.63,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230497822_11,20230497822,D,DISPATCHED,O,OPEN,Open,2023-08-22T10:00:00.000,2023-08-22T23:20:00.000,MILLWOOD DR,36.13,-86.71,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230498419_11,20230498419,D,DISPATCHED,O,OPEN,Open,2023-08-23T02:30:00.000,2023-08-23T03:17:00.000,METROPLEX DR,36.09,-86.7,NA,14,"HOTEL, MOTEL, ETC.",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230498419_13,20230498419,D,DISPATCHED,O,OPEN,Open,2023-08-23T02:30:00.000,2023-08-23T03:17:00.000,METROPLEX DR,36.09,-86.7,NA,14,"HOTEL, MOTEL, ETC.",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),3,FALSE,B,BUSINESS,,NA,NA,NA,NA
20230498419_12,20230498419,D,DISPATCHED,O,OPEN,Open,2023-08-23T02:30:00.000,2023-08-23T03:17:00.000,METROPLEX DR,36.09,-86.7,NA,14,"HOTEL, MOTEL, ETC.",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230494849_11,20230494849,D,DISPATCHED,O,OPEN,Open,2023-08-21T11:30:00.000,2023-08-21T15:13:00.000,DONALD,36.21,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230496980_11,20230496980,D,DISPATCHED,O,OPEN,Open,2023-08-22T08:00:00.000,2023-08-22T14:10:00.000,HERMAN ST,36.16,-86.81,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230376622_11,20230376622,D,DISPATCHED,O,OPEN,Open,2023-06-21T09:00:00.000,2023-06-27T17:02:00.000,EDMONDSON CIR,36.06,-86.74,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230290414_21,20230290414,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-05-17T22:30:00.000,2023-05-18T00:23:00.000,911 911,36.151,-86.766,37210,90,APARTMENT,2,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230372930_11,20230372930,D,DISPATCHED,O,OPEN,Open,2023-06-23T21:00:00.000,2023-06-25T23:59:00.000,WESTCHESTER DR,36.26,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230378789_11,20230378789,S,SUSPECT,O,OPEN,Open,2023-06-24T12:14:00.000,2023-06-28T12:14:00.000,HILLSIDE RD,36.23,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230342681_11,20230342681,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-12T10:00:00.000,2023-06-12T13:09:00.000,1030 1030,36.149,-86.767,37210,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230074900_11,20230074900,D,DISPATCHED,O,OPEN,Open,2023-02-04T22:30:00.000,2023-02-05T02:11:00.000,HILLSIDE,36.14,-86.78,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230499109_11,20230499109,D,DISPATCHED,O,OPEN,Open,2023-08-18T20:30:00.000,2023-08-23T11:07:00.000,NA,36.18,-86.75,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230492376_11,20230492376,D,DISPATCHED,O,OPEN,Open,2023-08-09T08:00:00.000,2023-08-20T04:46:00.000,ED TEMPLE BLVD,36.19,-86.82,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230280930_11,20230280930,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-05-04T13:23:00.000,2023-05-13T13:23:00.000,223 223,36.12,-86.744,37210,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230365556_12,20230365556,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-22T11:04:00.000,2023-06-22T12:38:00.000,622 622,36.182,-86.772,37207,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230381007_11,20230381007,D,DISPATCHED,O,OPEN,Open,2023-06-23T00:01:00.000,2023-06-29T08:39:00.000,INDUSTRIAL DR,36.26,-86.66,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230280930_12,20230280930,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-05-04T13:23:00.000,2023-05-13T13:23:00.000,223 223,36.12,-86.744,37210,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,2,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230365556_11,20230365556,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-22T11:04:00.000,2023-06-22T12:38:00.000,622 622,36.182,-86.772,37207,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230371171_11,20230371171,D,DISPATCHED,O,OPEN,Open,2023-06-22T17:00:00.000,2023-06-24T20:42:00.000,N 7TH ST,36.18,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230280930_13,20230280930,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-05-04T13:23:00.000,2023-05-13T13:23:00.000,223 223,36.12,-86.744,37210,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,3,TRUE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230501986_11,20230501986,D,DISPATCHED,O,OPEN,Open,2023-08-24T12:26:00.000,2023-08-24T15:45:00.000,HICKORY CLUB DR,36.05,-86.64,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230284589_11,20230284589,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-05-15T15:20:00.000,2023-05-15T15:34:00.000,601 601,36.155,-86.777,37203,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230074309_12,20230074309,D,DISPATCHED,O,OPEN,Open,2023-02-04T16:54:00.000,2023-02-04T18:38:00.000,LAKE,36.23,-86.59,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,01S,HANDGUN - SEMIAUTOMATIC,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230078046_12,20230078046,D,DISPATCHED,O,OPEN,Open,2023-02-06T08:30:00.000,2023-02-06T22:32:00.000,W GROVE AV,36.13,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230072632_11,20230072632,D,DISPATCHED,O,OPEN,Open,2023-02-03T20:00:00.000,2023-02-03T21:25:00.000,11TH AVE S,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230078046_13,20230078046,D,DISPATCHED,O,OPEN,Open,2023-02-06T08:30:00.000,2023-02-06T22:32:00.000,W GROVE AV,36.13,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,3,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230042418_11,20230042418,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-01-18T20:30:00.000,2023-01-20T19:16:00.000,1733 1733,36.164,-86.803,37203,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230083223_11,20230083223,D,DISPATCHED,O,OPEN,Open,2023-02-08T18:41:00.000,2023-02-08T22:20:00.000,LAURINDA DR,36.14,-86.7,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230078046_11,20230078046,D,DISPATCHED,O,OPEN,Open,2023-02-06T08:30:00.000,2023-02-06T22:32:00.000,W GROVE AV,36.13,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230081359_11,20230081359,D,DISPATCHED,O,OPEN,Open,2023-02-08T00:00:00.000,2023-02-08T00:28:00.000,DELLWAY VILLA RD,36.21,-86.76,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230040635_11,20230040635,D,DISPATCHED,O,OPEN,Open,2023-01-19T21:45:00.000,2023-01-19T22:45:00.000,NA,36.11,-86.74,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230084167_11,20230084167,D,DISPATCHED,O,OPEN,Open,2023-02-08T10:30:00.000,2023-02-09T04:27:00.000,LAURINDA DR,36.14,-86.7,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230001094_11,20230001094,D,DISPATCHED,O,OPEN,Open,2023-01-01T15:00:00.000,2023-01-01T19:25:00.000,FOSTER AVE,36.12,-86.74,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230001528_11,20230001528,D,DISPATCHED,O,OPEN,Open,2023-01-02T01:36:00.000,2023-01-02T01:36:00.000,TAMPA DR,36.08,-86.71,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230078919_11,20230078919,D,DISPATCHED,O,OPEN,Open,2023-02-03T08:00:00.000,2023-02-07T01:13:00.000,CEDAR ASH CRSG,36.04,-86.63,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230073918_11,20230073918,D,DISPATCHED,O,OPEN,Open,2023-02-04T00:00:00.000,2023-02-04T16:08:00.000,NA,36.05,-86.85,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230078266_11,20230078266,S,SUSPECT,A,CLEARED BY ARREST,Closed,2023-02-06T17:49:00.000,2023-02-06T19:49:00.000,8183 8183,36.213,-86.629,37076,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230074309_11,20230074309,D,DISPATCHED,O,OPEN,Open,2023-02-04T16:54:00.000,2023-02-04T18:38:00.000,LAKE,36.23,-86.59,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,01S,HANDGUN - SEMIAUTOMATIC,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230055964_11,20230055964,D,DISPATCHED,O,OPEN,Open,2023-01-26T14:30:00.000,2023-01-27T01:53:00.000,GEORGIA AVE,36.16,-86.84,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230086003_11,20230086003,D,DISPATCHED,O,OPEN,Open,2023-02-08T17:27:00.000,2023-02-09T20:17:00.000,S 7TH ST,36.17,-86.76,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230044142_11,20230044142,D,DISPATCHED,O,OPEN,Open,2023-01-21T12:00:00.000,2023-01-21T17:22:00.000,NA,36.23,-86.73,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230079960_11,20230079960,D,DISPATCHED,O,OPEN,Open,2023-02-06T15:00:00.000,2023-02-07T12:46:00.000,BELL RD,36.05,-86.67,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230013579_41,20230013579,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-01-07T14:24:00.000,2023-01-07T16:19:00.000,79 79,36.154,-86.762,37210,22,"RESIDENCE, HOME",4,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230416991_12,20230416991,S,SUSPECT,A,CLEARED BY ARREST,Closed,2023-07-16T01:51:00.000,2023-07-16T04:42:00.000,2027 2027,36.187,-86.822,37208,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230505429_16,20230505429,D,DISPATCHED,O,OPEN,Open,2023-08-26T00:20:00.000,2023-08-26T02:16:00.000,NA,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,6,FALSE,I,INDIVIDUAL (18 AND OVER),,U,U,Unknown,NON RESIDENT
20230505429_13,20230505429,D,DISPATCHED,O,OPEN,Open,2023-08-26T00:20:00.000,2023-08-26T02:16:00.000,NA,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,3,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230505429_11,20230505429,D,DISPATCHED,O,OPEN,Open,2023-08-26T00:20:00.000,2023-08-26T02:16:00.000,NA,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230505429_12,20230505429,D,DISPATCHED,O,OPEN,Open,2023-08-26T00:20:00.000,2023-08-26T02:16:00.000,NA,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230055407_11,20230055407,D,DISPATCHED,O,OPEN,Open,2023-01-24T19:31:00.000,2023-02-07T16:08:00.000,WOODCHIMES CT,36.18,-86.6,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230505715_11,20230505715,D,DISPATCHED,O,OPEN,Open,2023-08-25T12:25:00.000,2023-08-26T07:47:00.000,PACKARD DR,36.06,-86.69,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230088222_11,20230088222,D,DISPATCHED,O,OPEN,Open,2023-02-06T12:00:00.000,2023-02-10T18:02:00.000,BURNING TREE DR,36.17,-86.6,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230089470_11,20230089470,D,DISPATCHED,O,OPEN,Open,2023-02-11T06:05:00.000,2023-02-11T08:46:00.000,PREMIER DR,36.14,-86.88,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230373124_11,20230373124,D,DISPATCHED,O,OPEN,Open,2023-06-26T01:46:00.000,2023-06-26T02:57:00.000,CALUMET DR,36.07,-86.62,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230505429_15,20230505429,D,DISPATCHED,O,OPEN,Open,2023-08-26T00:20:00.000,2023-08-26T02:16:00.000,NA,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,5,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230509297_11,20230509297,D,DISPATCHED,O,OPEN,Open,2023-08-27T16:00:00.000,2023-08-28T09:25:00.000,SCALF DR,36.27,-86.69,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230090553_11,20230090553,D,DISPATCHED,O,OPEN,Open,2023-02-11T20:04:00.000,2023-02-11T21:37:00.000,OLD HICKORY BLVD,36.1,-86.92,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230089959_11,20230089959,D,DISPATCHED,O,OPEN,Open,2023-02-04T00:58:00.000,2023-02-11T14:36:00.000,11TH AVE N,36.17,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230090501_11,20230090501,D,DISPATCHED,O,OPEN,Open,2023-02-11T10:00:00.000,2023-02-11T20:20:00.000,WOODPOINT DR,36.23,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230506495_11,20230506495,D,DISPATCHED,O,OPEN,Open,2023-08-26T14:00:00.000,2023-08-26T17:52:00.000,WIMPOLE DR,36.12,-86.72,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230505429_14,20230505429,D,DISPATCHED,O,OPEN,Open,2023-08-26T00:20:00.000,2023-08-26T02:16:00.000,NA,36.14,-86.79,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,4,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230378672_11,20230378672,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-28T10:15:00.000,2023-06-28T12:23:00.000,3036 3036,36.227,-86.757,37207,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230374698_11,20230374698,D,DISPATCHED,O,OPEN,Open,2023-06-04T13:00:00.000,2023-06-26T20:04:00.000,EDMONDSON PIKE,36.08,-86.73,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,A,Non-Hispanic,RESIDENT
20230079596_11,20230079596,D,DISPATCHED,O,OPEN,Open,2023-02-07T09:20:00.000,2023-02-07T09:20:00.000,PHILLIPS ST,36.17,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,U,Non-Hispanic,NON RESIDENT
20230077782_11,20230077782,D,DISPATCHED,O,OPEN,Open,2023-02-06T03:59:00.000,2023-02-06T15:11:00.000,19TH AV N,36.17,-86.78,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230365431_11,20230365431,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-22T10:37:00.000,2023-06-22T12:35:00.000,1350 1350,36.177,-86.794,37208,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230379676_11,20230379676,D,DISPATCHED,O,OPEN,Open,2023-06-28T14:54:00.000,2023-06-28T21:04:00.000,LUTON ST,36.2,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230093872_11,20230093872,D,DISPATCHED,O,OPEN,Open,2023-02-13T17:45:00.000,2023-02-13T19:26:00.000,CENTRAL PKE,36.17,-86.6,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230080622_21,20230080622,D,DISPATCHED,O,OPEN,Open,2023-02-05T09:00:00.000,2023-02-07T20:32:00.000,WOODLAND ST,36.17,-86.76,NA,90,APARTMENT,2,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230368404_11,20230368404,D,DISPATCHED,O,OPEN,Open,2023-06-22T20:00:00.000,2023-06-23T11:55:00.000,DABBS AVE,36.14,-86.7,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,06,LETHAL/CUTTING INSTRUMENT,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
